OG_name	Fhon	LAan	LAce	LAdo	LAfl	LAko	LAla	LAni	LAnu	LMbe	LMbo	Laci	Lamy	Lapi	Lapn	Lbre	Lcri	Ldel	Lflo	Lfru	Lgas	Lhls	Lhlv	Ljoh	Lkef	Lkim	Lkul	Llin	Lmlf	Lmls	Lmlv	Loze	Lsan	Ppen	YH15	wB10	wkB8	
OG1.5_1533	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1534	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1535	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1536	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1537	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1538	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1539	1	1	1	0	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1540	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	
OG1.5_1541	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	2	1	1	5	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1542	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1543	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1544	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1545	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	6	1	0	0	0	0	1	6	0	1	1	1	0	1	1	1	1	0	2	1	1	1	
OG1.5_1546	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1547	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1548	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1549	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	0	0	1	1	6	1	1	1	1	0	1	1	1	1	0	2	1	1	1	
OG1.5_1550	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1551	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1552	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1553	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1554	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1555	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1556	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	3	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1557	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1558	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	4	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1559	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	0	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1560	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1561	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1562	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	0	0	0	2	1	1	7	1	0	1	1	0	1	1	1	1	1	1	1	1	1	
OG1.5_1563	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1564	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1565	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	0	2	1	1	5	1	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG1.5_1566	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1567	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1568	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1569	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1570	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1571	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1572	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1573	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	2	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1574	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1575	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1576	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	0	0	1	1	7	1	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG1.5_1577	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
OG1.5_1578	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1579	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	4	1	2	1	2	0	1	5	0	1	1	1	1	0	0	1	0	0	1	1	1	1	
OG1.5_1580	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1581	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	0	0	1	1	0	0	1	1	1	
OG1.5_1582	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1583	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1584	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	0	0	1	1	6	1	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG1.5_1585	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1586	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	5	0	0	2	1	0	13	13	0	1	0	0	0	1	1	
OG1.5_1587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1588	1	1	1	1	1	1	1	1	1	1	1	2	3	0	0	2	1	2	1	2	1	0	7	1	1	0	0	1	1	1	0	2	1	0	1	0	0	
OG1.5_1589	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1590	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1591	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1592	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1593	0	0	0	0	0	0	0	0	0	0	0	4	5	1	0	0	2	3	0	0	3	1	10	2	2	1	1	0	1	1	1	0	0	1	0	1	1	
OG1.5_1594	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1595	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG1.5_1596	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1597	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1598	1	1	1	1	1	1	1	1	1	1	1	2	2	1	0	0	1	1	1	2	0	1	6	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1599	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1600	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	6	1	1	1	2	1	0	5	1	1	0	0	1	0	0	0	1	1	2	1	0	0	
OG1.5_1601	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	3	1	0	1	1	1	0	0	1	1	2	1	1	1	1	
OG1.5_1602	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1603	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1604	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1605	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1606	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1607	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1608	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1609	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1610	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	0	1	0	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1611	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1612	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	0	1	0	0	1	1	7	1	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG1.5_1613	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1614	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1615	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1616	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1617	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1618	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1619	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1620	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1621	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1622	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1623	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1624	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	0	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1625	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	4	1	0	1	2	1	0	6	1	1	0	0	1	1	1	1	1	1	1	1	0	0	
OG1.5_1626	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1627	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1628	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	0	1	1	6	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1629	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	5	1	1	0	0	1	1	5	1	1	1	1	0	0	0	1	1	0	1	1	1	1	
OG1.5_1630	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	3	1	1	1	2	1	0	7	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
OG1.5_1631	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1632	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1633	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1634	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	0	2	1	1	4	1	1	1	1	0	1	1	1	1	0	0	1	1	1	
OG1.5_1635	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1636	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1637	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1638	1	1	1	1	1	1	1	1	1	1	1	2	2	1	0	0	1	1	1	2	1	1	5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1639	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	3	1	1	1	2	1	0	8	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
OG1.5_1640	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1641	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	0	2	1	0	4	1	1	1	1	0	1	1	1	1	0	0	1	1	1	
OG1.5_1642	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	2	0	1	6	0	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG1.5_1643	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1644	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1645	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1646	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG1.5_1648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1649	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1650	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	0	2	1	1	3	1	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG1.5_1651	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	3	1	1	1	2	1	0	7	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
OG1.5_1652	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1653	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1654	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	0	1	1	1	2	0	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1655	1	1	1	1	1	1	1	1	1	1	1	2	3	0	1	3	1	1	1	2	1	0	5	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
OG1.5_1656	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1657	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1658	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1659	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1660	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1661	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1662	1	1	1	0	1	1	1	1	1	1	1	2	3	0	1	3	0	1	1	2	0	0	6	0	1	0	0	2	1	1	0	2	1	2	1	0	0	
OG1.5_1663	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1664	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1665	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1666	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1667	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1668	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1669	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1670	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1671	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	5	1	1	0	0	1	1	3	1	1	1	1	0	0	0	1	1	0	1	1	1	1	
OG1.5_1672	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1673	0	0	0	1	1	1	1	1	1	1	1	2	3	0	1	4	1	1	1	2	1	1	4	1	1	1	1	1	0	0	1	0	1	1	1	1	1	
OG1.5_1674	1	1	1	1	1	1	1	1	1	1	1	4	4	0	1	3	2	0	1	2	1	0	4	2	2	0	0	1	0	0	0	1	0	0	1	0	0	
OG1.5_1675	1	1	1	1	1	1	1	1	1	1	1	2	2	2	0	0	1	1	1	0	1	1	4	1	2	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1676	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	0	1	1	4	1	1	1	1	0	1	1	1	2	1	1	1	1	1	
OG1.5_1677	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1678	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1679	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	0	0	1	1	5	1	1	1	1	0	0	0	1	1	1	1	1	1	1	
OG1.5_1680	1	1	0	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	0	0	1	1	6	1	1	1	1	0	0	0	1	1	0	1	1	1	1	
OG1.5_1681	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1682	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	6	0	1	1	2	1	1	0	1	0	1	1	1	1	1	0	1	1	2	1	1	1	
OG1.5_1683	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1	4	0	1	1	2	1	1	2	0	1	1	1	2	1	1	1	0	0	1	1	1	1	
OG1.5_1684	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	2	1	2	1	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1685	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	1	1	1	2	1	2	6	1	1	2	2	1	1	1	2	0	1	1	0	2	2	
OG1.5_1686	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1687	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	3	1	1	1	2	1	0	7	1	1	0	0	1	1	1	0	1	1	0	1	0	0	
OG1.5_1688	1	1	1	1	1	1	1	1	1	1	1	2	3	0	1	2	1	1	1	2	1	0	5	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
OG1.5_1689	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	0	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1690	1	1	1	1	1	1	1	1	1	1	1	2	3	0	1	3	1	1	1	2	1	0	6	2	0	0	0	1	0	0	0	1	1	1	1	0	0	
OG1.5_1691	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1692	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	1	0	0	2	2	14	1	1	2	2	0	0	0	2	0	0	0	0	2	2	
OG1.5_1693	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	0	1	1	5	1	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG1.5_1694	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	3	1	1	1	2	0	0	5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1695	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2	1	1	2	4	0	0	2	0	1	1	1	2	1	1	0	1	2	1	1	1	1	
OG1.5_1696	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	3	1	2	1	2	0	0	3	0	1	1	1	1	2	2	0	1	1	1	1	1	1	
